Id,Predicted
360,POSITIVE
361,NEGATIVE
362,NEGATIVE
363,POSITIVE
364,NEUTRAL
365,NEUTRAL
366,NEUTRAL
367,POSITIVE
368,NEGATIVE
369,NEGATIVE
370,NEGATIVE
371,POSITIVE
372,NEGATIVE
373,NEGATIVE
374,POSITIVE
375,POSITIVE
376,NEUTRAL
377,POSITIVE
378,NEGATIVE
379,POSITIVE
380,POSITIVE
381,POSITIVE
382,NEGATIVE
383,POSITIVE
384,POSITIVE
385,NEUTRAL
386,POSITIVE
387,NEGATIVE
388,NEGATIVE
389,POSITIVE
390,POSITIVE
391,POSITIVE
392,NEGATIVE
393,POSITIVE
394,NEGATIVE
395,POSITIVE
396,POSITIVE
397,NEUTRAL
398,NEUTRAL
399,NEGATIVE
400,NEUTRAL
401,POSITIVE
402,POSITIVE
403,POSITIVE
404,NEUTRAL
405,POSITIVE
406,NEGATIVE
407,POSITIVE
408,NEGATIVE
409,NEGATIVE
410,NEUTRAL
411,POSITIVE
412,NEGATIVE
413,POSITIVE
414,POSITIVE
415,NEUTRAL
416,POSITIVE
417,NEUTRAL
418,NEUTRAL
419,NEGATIVE
420,POSITIVE
421,NEUTRAL
422,POSITIVE
423,POSITIVE
424,POSITIVE
425,NEUTRAL
426,NEGATIVE
427,POSITIVE
428,POSITIVE
429,NEGATIVE
430,POSITIVE
431,NEGATIVE
432,NEGATIVE
433,NEGATIVE
434,NEGATIVE
435,POSITIVE
436,NEGATIVE
437,NEGATIVE
438,POSITIVE
439,NEGATIVE
440,NEGATIVE
441,NEGATIVE
442,POSITIVE
443,NEGATIVE
444,POSITIVE
445,NEGATIVE
446,NEGATIVE
447,POSITIVE
448,NEUTRAL
449,POSITIVE
450,NEGATIVE
451,NEGATIVE
452,POSITIVE
453,NEGATIVE
454,NEGATIVE
455,NEGATIVE
456,NEGATIVE
457,NEGATIVE
458,NEGATIVE
459,POSITIVE
460,NEUTRAL
461,NEUTRAL
462,NEUTRAL
463,NEGATIVE
464,NEGATIVE
465,POSITIVE
466,POSITIVE
467,POSITIVE
468,NEUTRAL
469,NEGATIVE
470,POSITIVE
471,NEGATIVE
472,NEGATIVE
473,POSITIVE
474,POSITIVE
475,POSITIVE
476,NEGATIVE
477,POSITIVE
478,POSITIVE
479,NEGATIVE
480,POSITIVE
481,POSITIVE
482,NEUTRAL
483,POSITIVE
484,NEGATIVE
485,POSITIVE
486,POSITIVE
487,POSITIVE
488,NEGATIVE
489,NEGATIVE
490,POSITIVE
491,NEGATIVE
492,NEGATIVE
493,POSITIVE
494,POSITIVE
495,NEGATIVE
496,POSITIVE
497,POSITIVE
498,NEGATIVE
499,NEUTRAL
500,NEGATIVE
501,NEGATIVE
502,POSITIVE
503,NEGATIVE
504,POSITIVE
505,POSITIVE
506,POSITIVE
507,POSITIVE
508,NEGATIVE
509,NEGATIVE
510,POSITIVE
511,POSITIVE
512,NEGATIVE
513,POSITIVE
514,NEGATIVE
515,NEGATIVE
516,POSITIVE
517,POSITIVE
518,NEGATIVE
519,POSITIVE
520,NEUTRAL
521,NEGATIVE
522,NEGATIVE
523,POSITIVE
524,NEUTRAL
525,NEUTRAL
526,NEGATIVE
527,NEGATIVE
528,NEGATIVE
529,NEGATIVE
530,POSITIVE
531,POSITIVE
532,NEGATIVE
533,NEGATIVE
534,POSITIVE
535,NEGATIVE
536,POSITIVE
537,NEUTRAL
538,NEGATIVE
539,NEGATIVE
540,NEGATIVE
541,POSITIVE
542,NEGATIVE
543,NEGATIVE
544,POSITIVE
545,POSITIVE
546,NEUTRAL
547,POSITIVE
548,POSITIVE
549,NEGATIVE
550,POSITIVE
551,NEGATIVE
552,NEGATIVE
553,POSITIVE
554,NEGATIVE
555,NEGATIVE
556,NEGATIVE
557,POSITIVE
558,NEGATIVE
559,NEGATIVE
560,NEGATIVE
561,NEGATIVE
562,POSITIVE
563,POSITIVE
564,NEGATIVE
565,NEUTRAL
566,NEGATIVE
567,POSITIVE
568,NEGATIVE
569,NEGATIVE
570,NEGATIVE
571,POSITIVE
572,POSITIVE
573,NEUTRAL
574,POSITIVE
575,POSITIVE
576,POSITIVE
577,NEUTRAL
578,NEGATIVE
579,NEGATIVE
580,POSITIVE
581,NEUTRAL
582,NEGATIVE
583,POSITIVE
584,NEGATIVE
585,NEGATIVE
586,NEGATIVE
587,NEGATIVE
588,POSITIVE
589,NEGATIVE
590,NEUTRAL
591,NEGATIVE
592,NEGATIVE
593,POSITIVE
594,NEGATIVE
595,POSITIVE
596,POSITIVE
597,NEGATIVE
598,NEGATIVE
599,NEGATIVE
600,POSITIVE
601,POSITIVE
602,NEGATIVE
603,NEGATIVE
604,POSITIVE
605,NEGATIVE
606,NEGATIVE
607,NEUTRAL
608,NEUTRAL
609,NEGATIVE
610,POSITIVE
611,NEGATIVE
612,NEGATIVE
613,POSITIVE
614,POSITIVE
615,NEGATIVE
616,POSITIVE
617,NEGATIVE
618,POSITIVE
619,POSITIVE
620,NEGATIVE
621,POSITIVE
622,POSITIVE
623,POSITIVE
624,POSITIVE
625,POSITIVE
626,NEUTRAL
627,POSITIVE
628,POSITIVE
629,POSITIVE
630,POSITIVE
631,NEGATIVE
632,POSITIVE
633,POSITIVE
634,POSITIVE
635,NEGATIVE
636,NEGATIVE
637,POSITIVE
638,NEUTRAL
639,POSITIVE
640,NEUTRAL
641,NEGATIVE
642,POSITIVE
643,NEGATIVE
644,POSITIVE
645,NEGATIVE
646,NEGATIVE
647,POSITIVE
648,NEUTRAL
649,NEGATIVE
650,POSITIVE
651,NEUTRAL
652,POSITIVE
653,POSITIVE
654,NEGATIVE
655,NEGATIVE
656,NEGATIVE
657,NEUTRAL
658,NEGATIVE
659,NEGATIVE
660,NEGATIVE
661,POSITIVE
662,NEGATIVE
663,POSITIVE
664,POSITIVE
665,NEUTRAL
666,NEUTRAL
667,NEUTRAL
668,POSITIVE
669,NEUTRAL
670,NEUTRAL
671,NEGATIVE
672,NEUTRAL
673,POSITIVE
674,NEUTRAL
675,NEUTRAL
676,POSITIVE
677,POSITIVE
678,POSITIVE
679,POSITIVE
680,POSITIVE
681,POSITIVE
682,NEUTRAL
683,POSITIVE
684,NEUTRAL
685,NEGATIVE
686,NEGATIVE
687,NEUTRAL
688,POSITIVE
689,POSITIVE
690,POSITIVE
691,NEGATIVE
692,NEGATIVE
693,POSITIVE
694,NEGATIVE
695,POSITIVE
696,NEUTRAL
697,NEGATIVE
698,NEGATIVE
699,NEGATIVE
700,POSITIVE
701,NEGATIVE
702,POSITIVE
703,NEGATIVE
704,NEUTRAL
705,POSITIVE
706,NEGATIVE
707,POSITIVE
708,NEUTRAL
709,NEGATIVE
710,NEUTRAL
711,NEGATIVE
712,NEGATIVE
713,NEUTRAL
714,NEGATIVE
715,POSITIVE
716,POSITIVE
717,POSITIVE
718,NEUTRAL
719,POSITIVE
720,POSITIVE
721,NEGATIVE
722,POSITIVE
723,POSITIVE
724,NEGATIVE
725,POSITIVE
726,NEGATIVE
727,POSITIVE
728,POSITIVE
729,POSITIVE
730,NEGATIVE
731,NEGATIVE
732,POSITIVE
733,NEGATIVE
734,POSITIVE
735,POSITIVE
736,POSITIVE
737,NEGATIVE
738,NEGATIVE
739,POSITIVE
740,NEUTRAL
741,POSITIVE
742,POSITIVE
743,NEGATIVE
744,POSITIVE
745,NEGATIVE
746,NEGATIVE
747,NEGATIVE
748,NEUTRAL
749,POSITIVE
750,POSITIVE
751,NEUTRAL
752,NEUTRAL
753,POSITIVE
754,NEGATIVE
755,POSITIVE
756,POSITIVE
757,NEGATIVE
758,POSITIVE
759,POSITIVE
760,NEGATIVE
761,NEGATIVE
762,NEGATIVE
763,NEUTRAL
764,POSITIVE
765,NEUTRAL
766,POSITIVE
767,POSITIVE
768,NEGATIVE
769,POSITIVE
770,POSITIVE
771,NEUTRAL
772,NEUTRAL
773,NEGATIVE
774,NEGATIVE
775,POSITIVE
776,NEGATIVE
777,NEGATIVE
778,NEGATIVE
779,POSITIVE
780,NEGATIVE
781,POSITIVE
782,POSITIVE
783,NEUTRAL
784,NEUTRAL
785,NEGATIVE
786,POSITIVE
787,NEGATIVE
788,NEGATIVE
789,NEUTRAL
790,POSITIVE
791,POSITIVE
792,NEUTRAL
793,NEGATIVE
794,POSITIVE
795,NEGATIVE
796,NEGATIVE
797,NEGATIVE
798,NEGATIVE
799,POSITIVE
800,NEGATIVE
801,NEGATIVE
802,POSITIVE
803,POSITIVE
804,POSITIVE
805,NEUTRAL
806,NEGATIVE
807,POSITIVE
808,POSITIVE
809,NEGATIVE
810,POSITIVE
811,NEUTRAL
812,POSITIVE
813,NEGATIVE
814,NEUTRAL
815,NEGATIVE
816,POSITIVE
817,POSITIVE
818,NEGATIVE
819,NEGATIVE
820,POSITIVE
821,NEUTRAL
822,POSITIVE
823,NEGATIVE
824,NEGATIVE
825,POSITIVE
826,POSITIVE
827,NEGATIVE
828,NEUTRAL
829,POSITIVE
830,POSITIVE
831,POSITIVE
832,NEGATIVE
833,POSITIVE
834,POSITIVE
835,NEUTRAL
836,POSITIVE
837,NEGATIVE
838,POSITIVE
839,POSITIVE
840,POSITIVE
841,POSITIVE
842,NEGATIVE
843,POSITIVE
844,POSITIVE
845,NEUTRAL
846,POSITIVE
847,POSITIVE
848,POSITIVE
849,POSITIVE
850,POSITIVE
851,POSITIVE
852,POSITIVE
853,POSITIVE
854,POSITIVE
855,NEUTRAL
856,NEGATIVE
857,NEGATIVE
858,NEGATIVE
859,POSITIVE
860,NEGATIVE
861,NEUTRAL
862,POSITIVE
863,NEGATIVE
864,NEGATIVE
865,POSITIVE
866,POSITIVE
867,NEGATIVE
868,NEGATIVE
869,POSITIVE
870,NEGATIVE
871,POSITIVE
872,NEGATIVE
873,NEUTRAL
874,POSITIVE
875,POSITIVE
876,NEGATIVE
877,POSITIVE
878,NEGATIVE
879,NEGATIVE
880,POSITIVE
881,NEUTRAL
882,POSITIVE
883,NEUTRAL
884,POSITIVE
885,NEUTRAL
886,POSITIVE
887,NEUTRAL
888,NEUTRAL
889,NEGATIVE
890,NEGATIVE
891,NEUTRAL
892,NEUTRAL
893,POSITIVE
894,NEUTRAL
895,NEUTRAL
896,POSITIVE
897,NEUTRAL
898,NEGATIVE
899,POSITIVE
900,POSITIVE
901,NEGATIVE
902,NEGATIVE
903,NEGATIVE
904,POSITIVE
905,NEGATIVE
906,NEGATIVE
907,NEUTRAL
908,POSITIVE
909,NEGATIVE
910,POSITIVE
911,POSITIVE
912,POSITIVE
913,POSITIVE
914,POSITIVE
915,NEGATIVE
916,POSITIVE
917,NEGATIVE
918,POSITIVE
919,POSITIVE
920,NEUTRAL
921,NEGATIVE
922,NEGATIVE
923,NEUTRAL
924,POSITIVE
925,NEGATIVE
926,NEGATIVE
927,NEGATIVE
928,POSITIVE
929,POSITIVE
930,POSITIVE
931,NEGATIVE
932,POSITIVE
933,NEGATIVE
934,POSITIVE
935,NEGATIVE
936,NEGATIVE
937,POSITIVE
938,NEGATIVE
939,POSITIVE
940,NEGATIVE
941,POSITIVE
942,NEGATIVE
943,POSITIVE
944,NEGATIVE
945,NEUTRAL
946,NEUTRAL
947,POSITIVE
948,POSITIVE
949,POSITIVE
950,NEUTRAL
951,POSITIVE
952,NEUTRAL
953,NEGATIVE
954,NEGATIVE
955,POSITIVE
956,NEGATIVE
957,POSITIVE
958,NEGATIVE
959,POSITIVE
960,NEUTRAL
961,NEGATIVE
962,POSITIVE
963,NEGATIVE
964,POSITIVE
965,POSITIVE
966,POSITIVE
967,NEGATIVE
968,NEGATIVE
969,POSITIVE
970,NEGATIVE
971,NEGATIVE
972,NEGATIVE
973,NEUTRAL
974,NEUTRAL
975,POSITIVE
976,POSITIVE
977,NEGATIVE
978,POSITIVE
979,POSITIVE
980,POSITIVE
981,NEGATIVE
982,POSITIVE
983,POSITIVE
984,POSITIVE
985,NEGATIVE
986,POSITIVE
987,NEGATIVE
988,POSITIVE
989,NEGATIVE
990,POSITIVE
991,NEGATIVE
992,NEUTRAL
993,POSITIVE
994,NEGATIVE
995,NEGATIVE
996,POSITIVE
997,NEGATIVE
998,POSITIVE
999,POSITIVE
1000,POSITIVE
1001,NEGATIVE
1002,POSITIVE
1003,POSITIVE
1004,NEGATIVE
1005,POSITIVE
1006,POSITIVE
1007,POSITIVE
1008,NEUTRAL
1009,NEUTRAL
1010,NEGATIVE
1011,NEGATIVE
1012,NEUTRAL
1013,NEGATIVE
1014,POSITIVE
1015,POSITIVE
1016,NEGATIVE
1017,NEUTRAL
1018,POSITIVE
1019,POSITIVE
1020,POSITIVE
1021,POSITIVE
1022,POSITIVE
1023,POSITIVE
1024,NEGATIVE
1025,NEUTRAL
1026,NEGATIVE
1027,NEUTRAL
1028,NEGATIVE
1029,POSITIVE
1030,POSITIVE
1031,NEUTRAL
1032,POSITIVE
1033,POSITIVE
1034,POSITIVE
1035,POSITIVE
1036,NEGATIVE
1037,POSITIVE
1038,NEGATIVE
1039,POSITIVE
1040,POSITIVE
1041,POSITIVE
1042,POSITIVE
1043,NEGATIVE
1044,POSITIVE
1045,NEGATIVE
1046,NEGATIVE
1047,NEGATIVE
1048,NEGATIVE
1049,POSITIVE
1050,NEUTRAL
1051,NEGATIVE
1052,NEGATIVE
1053,POSITIVE
1054,NEGATIVE
1055,NEGATIVE
1056,POSITIVE
1057,NEUTRAL
1058,NEGATIVE
1059,POSITIVE
1060,NEGATIVE
1061,NEGATIVE
1062,NEGATIVE
1063,NEUTRAL
1064,NEUTRAL
1065,NEGATIVE
1066,POSITIVE
1067,POSITIVE
1068,POSITIVE
1069,POSITIVE
1070,NEUTRAL
1071,NEGATIVE
1072,NEGATIVE
1073,NEUTRAL
1074,POSITIVE
1075,NEGATIVE
1076,NEGATIVE
1077,NEGATIVE
1078,NEGATIVE
1079,POSITIVE
1080,POSITIVE
1081,NEGATIVE
1082,POSITIVE
1083,NEUTRAL
1084,NEGATIVE
1085,POSITIVE
1086,NEGATIVE
1087,NEGATIVE
1088,NEUTRAL
1089,POSITIVE
1090,NEUTRAL
1091,NEGATIVE
1092,NEGATIVE
1093,NEUTRAL
1094,NEUTRAL
1095,POSITIVE
1096,NEGATIVE
1097,POSITIVE
1098,NEGATIVE
1099,POSITIVE
1100,NEGATIVE
1101,NEGATIVE
1102,NEGATIVE
1103,NEUTRAL
1104,NEGATIVE
1105,POSITIVE
1106,POSITIVE
1107,POSITIVE
1108,NEGATIVE
1109,NEGATIVE
1110,POSITIVE
1111,NEGATIVE
1112,NEGATIVE
1113,POSITIVE
1114,POSITIVE
1115,POSITIVE
1116,NEGATIVE
1117,NEGATIVE
1118,POSITIVE
1119,NEUTRAL
1120,POSITIVE
1121,POSITIVE
1122,POSITIVE
1123,POSITIVE
1124,POSITIVE
1125,POSITIVE
1126,NEGATIVE
1127,NEGATIVE
1128,NEGATIVE
1129,NEGATIVE
1130,POSITIVE
1131,NEUTRAL
1132,NEGATIVE
1133,POSITIVE
1134,POSITIVE
1135,POSITIVE
1136,NEGATIVE
1137,POSITIVE
1138,NEGATIVE
1139,POSITIVE
1140,NEGATIVE
1141,NEGATIVE
1142,NEUTRAL
1143,NEGATIVE
1144,NEGATIVE
1145,NEGATIVE
1146,NEGATIVE
1147,NEGATIVE
1148,POSITIVE
1149,NEUTRAL
1150,POSITIVE
1151,POSITIVE
1152,POSITIVE
1153,NEUTRAL
1154,POSITIVE
1155,NEGATIVE
1156,POSITIVE
1157,NEGATIVE
1158,POSITIVE
1159,NEUTRAL
1160,POSITIVE
1161,POSITIVE
1162,NEGATIVE
1163,POSITIVE
1164,POSITIVE
1165,POSITIVE
1166,NEGATIVE
1167,POSITIVE
1168,POSITIVE
1169,NEUTRAL
1170,POSITIVE
1171,POSITIVE
1172,POSITIVE
1173,POSITIVE
1174,NEGATIVE
1175,POSITIVE
1176,POSITIVE
1177,NEGATIVE
1178,POSITIVE
1179,NEGATIVE
1180,POSITIVE
1181,NEUTRAL
1182,POSITIVE
1183,POSITIVE
1184,NEGATIVE
1185,POSITIVE
1186,POSITIVE
1187,NEGATIVE
1188,NEUTRAL
1189,POSITIVE
1190,NEGATIVE
1191,POSITIVE
1192,NEGATIVE
1193,NEGATIVE
1194,NEUTRAL
1195,POSITIVE
1196,POSITIVE
1197,NEGATIVE
1198,NEGATIVE
1199,POSITIVE
1200,NEGATIVE
1201,POSITIVE
1202,POSITIVE
1203,POSITIVE
1204,NEGATIVE
1205,POSITIVE
1206,NEGATIVE
1207,NEGATIVE
1208,NEGATIVE
1209,NEGATIVE
1210,POSITIVE
1211,NEUTRAL
1212,POSITIVE
1213,POSITIVE
1214,NEGATIVE
1215,POSITIVE
1216,POSITIVE
1217,NEUTRAL
1218,NEGATIVE
1219,POSITIVE
1220,POSITIVE
1221,NEGATIVE
1222,NEGATIVE
1223,POSITIVE
1224,NEGATIVE
1225,POSITIVE
1226,POSITIVE
1227,NEUTRAL
1228,POSITIVE
1229,POSITIVE
1230,POSITIVE
1231,POSITIVE
1232,POSITIVE
1233,NEGATIVE
1234,NEGATIVE
1235,NEGATIVE
1236,NEGATIVE
1237,POSITIVE
1238,NEUTRAL
1239,NEGATIVE
1240,POSITIVE
1241,NEUTRAL
1242,POSITIVE
1243,POSITIVE
1244,NEUTRAL
1245,NEUTRAL
1246,NEUTRAL
1247,NEUTRAL
1248,POSITIVE
1249,NEGATIVE
1250,NEUTRAL
1251,POSITIVE
1252,POSITIVE
1253,NEUTRAL
1254,NEGATIVE
1255,NEGATIVE
1256,POSITIVE
1257,NEGATIVE
1258,NEUTRAL
1259,POSITIVE
1260,NEGATIVE
1261,POSITIVE
1262,NEGATIVE
1263,NEGATIVE
1264,POSITIVE
1265,POSITIVE
1266,NEGATIVE
1267,NEGATIVE
1268,NEGATIVE
1269,NEUTRAL
1270,NEGATIVE
1271,NEUTRAL
1272,NEGATIVE
1273,NEGATIVE
1274,POSITIVE
1275,NEUTRAL
1276,POSITIVE
1277,POSITIVE
1278,POSITIVE
1279,NEGATIVE
1280,NEGATIVE
1281,POSITIVE
1282,NEUTRAL
1283,POSITIVE
1284,NEUTRAL
1285,POSITIVE
1286,POSITIVE
1287,POSITIVE
1288,NEGATIVE
1289,NEGATIVE
1290,NEUTRAL
1291,NEGATIVE
1292,POSITIVE
1293,NEGATIVE
1294,POSITIVE
1295,NEUTRAL
1296,POSITIVE
1297,POSITIVE
1298,POSITIVE
1299,POSITIVE
1300,NEGATIVE
1301,POSITIVE
1302,POSITIVE
1303,POSITIVE
1304,NEUTRAL
1305,POSITIVE
1306,NEGATIVE
1307,POSITIVE
1308,NEGATIVE
1309,NEGATIVE
1310,NEGATIVE
1311,POSITIVE
1312,POSITIVE
1313,NEUTRAL
1314,NEGATIVE
1315,POSITIVE
1316,POSITIVE
1317,POSITIVE
1318,POSITIVE
1319,NEGATIVE
1320,NEUTRAL
1321,NEGATIVE
1322,POSITIVE
1323,POSITIVE
1324,NEGATIVE
1325,NEUTRAL
1326,NEGATIVE
1327,POSITIVE
1328,NEUTRAL
1329,POSITIVE
1330,NEGATIVE
1331,POSITIVE
1332,NEGATIVE
1333,NEGATIVE
1334,NEGATIVE
1335,NEGATIVE
1336,NEGATIVE
1337,POSITIVE
1338,NEGATIVE
1339,NEGATIVE
1340,POSITIVE
1341,POSITIVE
1342,POSITIVE
1343,NEUTRAL
1344,NEUTRAL
1345,NEGATIVE
1346,NEGATIVE
1347,NEUTRAL
1348,NEGATIVE
1349,POSITIVE
1350,NEUTRAL
1351,NEGATIVE
1352,NEGATIVE
1353,NEGATIVE
1354,POSITIVE
1355,POSITIVE
1356,POSITIVE
1357,NEGATIVE
1358,NEGATIVE
1359,NEGATIVE
1360,NEUTRAL
1361,POSITIVE
1362,NEGATIVE
1363,NEUTRAL
1364,POSITIVE
1365,NEUTRAL
1366,NEGATIVE
1367,NEGATIVE
1368,POSITIVE
1369,NEUTRAL
1370,POSITIVE
1371,POSITIVE
1372,POSITIVE
1373,POSITIVE
1374,POSITIVE
1375,NEGATIVE
1376,NEGATIVE
1377,NEUTRAL
1378,POSITIVE
1379,POSITIVE
1380,POSITIVE
1381,POSITIVE
1382,NEGATIVE
1383,POSITIVE
1384,POSITIVE
1385,POSITIVE
1386,NEGATIVE
1387,POSITIVE
1388,NEGATIVE
1389,POSITIVE
1390,POSITIVE
1391,POSITIVE
1392,NEGATIVE
1393,POSITIVE
1394,POSITIVE
1395,NEGATIVE
1396,NEGATIVE
1397,NEGATIVE
1398,NEGATIVE
1399,NEGATIVE
1400,POSITIVE
1401,POSITIVE
1402,POSITIVE
1403,POSITIVE
1404,POSITIVE
1405,POSITIVE
1406,NEUTRAL
1407,POSITIVE
1408,POSITIVE
1409,POSITIVE
1410,POSITIVE
1411,NEGATIVE
1412,NEGATIVE
1413,POSITIVE
1414,POSITIVE
1415,NEUTRAL
1416,NEGATIVE
1417,POSITIVE
1418,NEGATIVE
1419,POSITIVE
1420,NEGATIVE
1421,POSITIVE
1422,POSITIVE
