Id,Predicted
1117,NEGATIVE
1118,NEGATIVE
1119,POSITIVE
1120,NEUTRAL
1121,NEUTRAL
1122,NEUTRAL
1123,POSITIVE
1124,NEGATIVE
1125,NEUTRAL
1126,NEGATIVE
1127,NEGATIVE
1128,NEGATIVE
1129,NEGATIVE
1130,POSITIVE
1131,NEGATIVE
1132,NEUTRAL
1133,NEGATIVE
1134,NEGATIVE
1135,NEGATIVE
1136,NEGATIVE
1137,NEUTRAL
1138,NEGATIVE
1139,NEUTRAL
1140,NEGATIVE
1141,NEGATIVE
1142,POSITIVE
1143,NEUTRAL
1144,NEUTRAL
1145,NEGATIVE
1146,NEGATIVE
1147,NEGATIVE
1148,NEGATIVE
1149,NEUTRAL
1150,POSITIVE
1151,NEGATIVE
1152,NEUTRAL
1153,POSITIVE
1154,NEUTRAL
1155,NEUTRAL
1156,NEUTRAL
1157,POSITIVE
1158,NEGATIVE
1159,NEUTRAL
1160,NEUTRAL
1161,POSITIVE
1162,NEGATIVE
1163,NEUTRAL
1164,NEUTRAL
1165,POSITIVE
1166,NEGATIVE
1167,POSITIVE
1168,NEGATIVE
1169,POSITIVE
1170,NEUTRAL
1171,NEUTRAL
1172,NEUTRAL
1173,NEUTRAL
1174,NEGATIVE
1175,NEGATIVE
1176,NEGATIVE
1177,NEGATIVE
1178,NEGATIVE
1179,POSITIVE
1180,NEUTRAL
1181,POSITIVE
1182,NEUTRAL
1183,NEUTRAL
1184,POSITIVE
1185,POSITIVE
1186,NEGATIVE
1187,NEUTRAL
1188,POSITIVE
1189,POSITIVE
1190,NEGATIVE
1191,NEGATIVE
1192,POSITIVE
1193,NEUTRAL
1194,NEUTRAL
1195,POSITIVE
1196,NEUTRAL
1197,NEGATIVE
1198,POSITIVE
1199,NEGATIVE
1200,NEUTRAL
1201,NEGATIVE
1202,NEUTRAL
1203,POSITIVE
1204,POSITIVE
1205,NEGATIVE
1206,NEGATIVE
1207,NEGATIVE
1208,NEUTRAL
1209,NEGATIVE
1210,NEUTRAL
1211,POSITIVE
1212,NEGATIVE
1213,POSITIVE
1214,NEGATIVE
1215,NEUTRAL
1216,POSITIVE
1217,POSITIVE
1218,NEUTRAL
1219,NEUTRAL
1220,NEGATIVE
1221,NEGATIVE
1222,NEGATIVE
1223,POSITIVE
1224,POSITIVE
1225,POSITIVE
1226,NEGATIVE
1227,POSITIVE
1228,NEGATIVE
1229,NEGATIVE
1230,NEGATIVE
1231,POSITIVE
1232,NEUTRAL
1233,NEUTRAL
1234,NEGATIVE
1235,NEUTRAL
1236,NEUTRAL
1237,POSITIVE
1238,NEGATIVE
1239,POSITIVE
1240,POSITIVE
1241,NEUTRAL
1242,POSITIVE
1243,NEGATIVE
1244,POSITIVE
1245,NEGATIVE
1246,NEGATIVE
1247,NEUTRAL
1248,NEUTRAL
1249,NEGATIVE
1250,NEGATIVE
1251,POSITIVE
1252,POSITIVE
1253,NEUTRAL
1254,NEGATIVE
1255,NEUTRAL
1256,POSITIVE
1257,NEGATIVE
1258,NEUTRAL
1259,POSITIVE
1260,NEUTRAL
1261,NEGATIVE
1262,NEGATIVE
1263,NEUTRAL
1264,NEUTRAL
1265,NEGATIVE
1266,POSITIVE
1267,NEUTRAL
1268,NEGATIVE
1269,POSITIVE
1270,NEGATIVE
1271,POSITIVE
1272,POSITIVE
1273,NEUTRAL
1274,POSITIVE
1275,POSITIVE
1276,NEGATIVE
1277,POSITIVE
1278,NEUTRAL
1279,NEGATIVE
1280,NEGATIVE
1281,NEGATIVE
1282,POSITIVE
1283,POSITIVE
1284,POSITIVE
1285,POSITIVE
1286,NEUTRAL
1287,NEUTRAL
1288,NEGATIVE
1289,POSITIVE
1290,NEGATIVE
1291,POSITIVE
1292,POSITIVE
1293,POSITIVE
1294,NEUTRAL
1295,NEGATIVE
1296,NEUTRAL
1297,POSITIVE
1298,NEGATIVE
1299,NEGATIVE
1300,NEGATIVE
1301,NEUTRAL
1302,POSITIVE
1303,NEUTRAL
1304,NEGATIVE
1305,POSITIVE
1306,POSITIVE
1307,POSITIVE
1308,NEGATIVE
1309,NEGATIVE
1310,NEGATIVE
1311,POSITIVE
1312,NEUTRAL
1313,NEUTRAL
1314,NEGATIVE
1315,POSITIVE
1316,POSITIVE
1317,POSITIVE
1318,NEGATIVE
1319,NEGATIVE
1320,NEUTRAL
1321,POSITIVE
1322,NEGATIVE
1323,NEGATIVE
1324,NEGATIVE
1325,NEUTRAL
1326,NEUTRAL
1327,POSITIVE
1328,POSITIVE
1329,NEGATIVE
1330,POSITIVE
1331,NEGATIVE
1332,POSITIVE
1333,POSITIVE
1334,NEGATIVE
1335,POSITIVE
1336,NEGATIVE
1337,NEGATIVE
1338,POSITIVE
1339,NEUTRAL
1340,POSITIVE
1341,NEGATIVE
1342,POSITIVE
1343,POSITIVE
1344,POSITIVE
1345,NEUTRAL
1346,NEGATIVE
1347,NEGATIVE
1348,POSITIVE
1349,NEUTRAL
1350,POSITIVE
1351,NEUTRAL
1352,NEUTRAL
1353,POSITIVE
1354,NEGATIVE
1355,POSITIVE
1356,POSITIVE
1357,NEUTRAL
1358,POSITIVE
1359,NEGATIVE
1360,NEUTRAL
1361,POSITIVE
1362,POSITIVE
1363,NEGATIVE
1364,POSITIVE
1365,NEGATIVE
1366,POSITIVE
1367,NEGATIVE
1368,NEGATIVE
1369,NEGATIVE
1370,NEUTRAL
1371,NEUTRAL
1372,NEGATIVE
1373,NEGATIVE
1374,POSITIVE
1375,POSITIVE
1376,NEUTRAL
1377,POSITIVE
1378,NEGATIVE
1379,POSITIVE
1380,POSITIVE
1381,NEUTRAL
1382,POSITIVE
1383,NEGATIVE
1384,NEUTRAL
1385,POSITIVE
1386,NEGATIVE
1387,NEUTRAL
1388,POSITIVE
1389,NEUTRAL
1390,NEGATIVE
1391,NEGATIVE
1392,POSITIVE
1393,NEUTRAL
1394,NEUTRAL
1395,NEGATIVE
1396,POSITIVE
1397,NEGATIVE
1398,POSITIVE
1399,POSITIVE
1400,NEGATIVE
1401,NEUTRAL
1402,NEUTRAL
1403,NEGATIVE
