Id,Predicted
120,NEUTRAL
121,NEGATIVE
122,NEGATIVE
123,NEUTRAL
124,NEGATIVE
125,NEUTRAL
126,NEGATIVE
127,NEGATIVE
128,NEGATIVE
129,POSITIVE
130,POSITIVE
131,NEGATIVE
132,NEUTRAL
133,NEGATIVE
134,NEGATIVE
135,POSITIVE
136,NEUTRAL
137,NEGATIVE
138,NEGATIVE
139,NEUTRAL
140,NEUTRAL
141,NEGATIVE
142,NEGATIVE
143,NEGATIVE
144,NEGATIVE
145,NEGATIVE
146,NEUTRAL
147,NEGATIVE
148,NEUTRAL
149,NEUTRAL
150,NEGATIVE
151,POSITIVE
152,NEGATIVE
153,NEGATIVE
154,NEGATIVE
155,NEUTRAL
156,NEGATIVE
157,NEGATIVE
158,POSITIVE
159,NEGATIVE
160,NEGATIVE
161,NEUTRAL
162,NEGATIVE
163,POSITIVE
164,NEUTRAL
165,NEGATIVE
166,NEGATIVE
167,NEGATIVE
168,NEGATIVE
169,NEUTRAL
170,NEGATIVE
171,NEGATIVE
172,NEGATIVE
173,NEGATIVE
174,NEGATIVE
175,NEGATIVE
176,NEGATIVE
177,NEUTRAL
178,NEGATIVE
179,NEGATIVE
180,POSITIVE
181,POSITIVE
182,NEGATIVE
183,NEGATIVE
184,POSITIVE
185,POSITIVE
186,POSITIVE
187,NEGATIVE
188,NEUTRAL
189,NEUTRAL
190,NEGATIVE
191,NEGATIVE
192,NEGATIVE
193,NEGATIVE
194,NEGATIVE
195,POSITIVE
196,NEGATIVE
197,NEGATIVE
198,NEUTRAL
199,NEGATIVE
200,NEGATIVE
201,POSITIVE
202,NEGATIVE
203,POSITIVE
204,NEGATIVE
205,NEGATIVE
206,NEGATIVE
207,POSITIVE
208,NEGATIVE
209,POSITIVE
210,POSITIVE
211,NEUTRAL
212,POSITIVE
213,NEGATIVE
214,NEGATIVE
215,NEGATIVE
216,POSITIVE
217,NEGATIVE
218,NEUTRAL
219,NEGATIVE
220,NEGATIVE
221,NEGATIVE
222,NEGATIVE
223,POSITIVE
224,POSITIVE
225,POSITIVE
226,NEGATIVE
227,NEGATIVE
228,NEGATIVE
229,NEUTRAL
230,NEGATIVE
231,POSITIVE
232,NEUTRAL
233,NEGATIVE
234,NEGATIVE
235,NEGATIVE
236,NEGATIVE
237,NEGATIVE
238,POSITIVE
239,POSITIVE
240,POSITIVE
241,POSITIVE
242,POSITIVE
243,NEUTRAL
244,NEGATIVE
245,NEGATIVE
246,NEGATIVE
247,NEGATIVE
248,POSITIVE
249,POSITIVE
250,NEGATIVE
251,POSITIVE
252,POSITIVE
253,NEGATIVE
254,NEUTRAL
255,POSITIVE
256,NEUTRAL
257,POSITIVE
258,NEGATIVE
259,NEGATIVE
260,POSITIVE
261,NEUTRAL
262,NEGATIVE
263,NEGATIVE
264,POSITIVE
265,NEUTRAL
266,POSITIVE
267,NEGATIVE
268,NEGATIVE
269,POSITIVE
270,NEGATIVE
271,POSITIVE
272,POSITIVE
273,NEGATIVE
274,POSITIVE
275,POSITIVE
276,POSITIVE
277,NEUTRAL
278,NEUTRAL
279,NEUTRAL
280,POSITIVE
281,NEGATIVE
282,NEGATIVE
283,NEGATIVE
284,NEGATIVE
285,NEGATIVE
286,NEGATIVE
287,NEGATIVE
288,NEGATIVE
289,NEGATIVE
290,POSITIVE
291,POSITIVE
292,POSITIVE
293,POSITIVE
294,NEUTRAL
295,NEGATIVE
296,NEGATIVE
297,POSITIVE
298,NEGATIVE
299,NEGATIVE
300,NEGATIVE
301,NEUTRAL
302,POSITIVE
303,NEGATIVE
304,POSITIVE
305,POSITIVE
306,NEUTRAL
307,NEGATIVE
308,POSITIVE
309,POSITIVE
310,NEGATIVE
311,POSITIVE
312,NEGATIVE
313,POSITIVE
314,NEGATIVE
315,NEUTRAL
316,NEUTRAL
317,NEGATIVE
318,NEGATIVE
319,NEGATIVE
320,NEGATIVE
321,NEGATIVE
322,NEUTRAL
323,NEGATIVE
324,NEGATIVE
325,NEGATIVE
326,POSITIVE
327,NEGATIVE
328,NEGATIVE
329,POSITIVE
330,NEGATIVE
331,POSITIVE
332,POSITIVE
333,NEGATIVE
334,NEUTRAL
335,POSITIVE
336,NEUTRAL
337,POSITIVE
338,NEGATIVE
339,POSITIVE
340,NEGATIVE
341,POSITIVE
342,NEGATIVE
343,POSITIVE
344,NEGATIVE
345,POSITIVE
346,NEUTRAL
347,NEUTRAL
348,NEUTRAL
349,NEUTRAL
350,POSITIVE
351,POSITIVE
352,POSITIVE
353,NEUTRAL
354,NEUTRAL
355,NEUTRAL
356,NEGATIVE
357,NEUTRAL
358,NEGATIVE
359,POSITIVE
360,POSITIVE
361,NEGATIVE
362,NEGATIVE
363,NEGATIVE
364,POSITIVE
365,NEUTRAL
366,NEGATIVE
367,NEUTRAL
368,POSITIVE
369,NEGATIVE
370,POSITIVE
371,NEGATIVE
372,NEUTRAL
373,NEUTRAL
374,NEUTRAL
375,NEGATIVE
376,NEGATIVE
377,NEUTRAL
378,NEUTRAL
379,NEGATIVE
380,NEGATIVE
381,NEGATIVE
382,NEUTRAL
383,NEGATIVE
384,NEUTRAL
385,NEUTRAL
386,POSITIVE
387,POSITIVE
388,NEGATIVE
389,NEGATIVE
390,NEGATIVE
391,POSITIVE
392,NEGATIVE
393,NEGATIVE
394,NEUTRAL
395,NEGATIVE
396,NEUTRAL
397,NEGATIVE
398,NEGATIVE
399,NEGATIVE
400,POSITIVE
401,NEGATIVE
402,NEUTRAL
403,NEUTRAL
404,NEGATIVE
405,NEGATIVE
406,NEGATIVE
407,NEGATIVE
408,NEGATIVE
409,POSITIVE
410,NEGATIVE
411,NEGATIVE
412,POSITIVE
413,NEGATIVE
414,NEGATIVE
415,POSITIVE
416,NEUTRAL
417,NEGATIVE
418,POSITIVE
419,POSITIVE
420,NEUTRAL
421,NEGATIVE
422,POSITIVE
423,POSITIVE
424,NEGATIVE
425,POSITIVE
426,NEGATIVE
427,NEGATIVE
428,POSITIVE
429,NEGATIVE
430,NEGATIVE
431,NEGATIVE
432,NEGATIVE
433,NEUTRAL
434,NEUTRAL
435,NEUTRAL
436,POSITIVE
437,NEUTRAL
438,NEUTRAL
439,NEUTRAL
440,POSITIVE
441,NEGATIVE
442,POSITIVE
443,NEGATIVE
444,POSITIVE
445,NEUTRAL
446,NEGATIVE
447,NEGATIVE
448,POSITIVE
449,NEGATIVE
450,NEGATIVE
451,NEGATIVE
452,NEGATIVE
453,NEGATIVE
454,NEUTRAL
455,NEGATIVE
456,NEGATIVE
457,NEGATIVE
458,NEUTRAL
459,POSITIVE
460,NEGATIVE
461,NEGATIVE
462,POSITIVE
463,NEUTRAL
464,NEGATIVE
465,NEUTRAL
466,NEUTRAL
467,NEGATIVE
468,NEGATIVE
469,POSITIVE
470,NEGATIVE
471,POSITIVE
472,NEUTRAL
473,NEGATIVE
474,NEGATIVE
475,POSITIVE
476,POSITIVE
477,NEGATIVE
478,POSITIVE
479,NEGATIVE
480,NEGATIVE
481,NEGATIVE
482,NEGATIVE
483,POSITIVE
484,NEGATIVE
485,NEGATIVE
486,NEUTRAL
487,NEUTRAL
488,POSITIVE
489,POSITIVE
490,NEGATIVE
491,NEGATIVE
492,POSITIVE
493,NEGATIVE
494,NEUTRAL
495,NEUTRAL
496,NEGATIVE
497,POSITIVE
498,POSITIVE
499,POSITIVE
500,NEUTRAL
501,NEUTRAL
502,NEUTRAL
503,NEGATIVE
504,POSITIVE
505,NEGATIVE
506,POSITIVE
507,NEUTRAL
508,POSITIVE
509,NEGATIVE
510,NEGATIVE
511,POSITIVE
512,NEUTRAL
513,NEGATIVE
514,NEGATIVE
515,NEGATIVE
516,NEUTRAL
517,POSITIVE
518,NEUTRAL
519,NEUTRAL
520,POSITIVE
521,NEGATIVE
522,POSITIVE
523,NEUTRAL
524,NEUTRAL
525,NEGATIVE
526,POSITIVE
527,NEGATIVE
528,POSITIVE
529,POSITIVE
530,NEUTRAL
531,NEUTRAL
532,NEUTRAL
533,NEGATIVE
534,POSITIVE
535,NEGATIVE
536,NEGATIVE
537,NEGATIVE
538,POSITIVE
539,NEGATIVE
540,NEGATIVE
541,NEGATIVE
542,NEGATIVE
543,NEGATIVE
544,NEGATIVE
545,NEUTRAL
546,NEGATIVE
547,NEGATIVE
548,NEGATIVE
549,NEGATIVE
550,NEGATIVE
551,NEGATIVE
552,NEGATIVE
553,NEUTRAL
554,NEGATIVE
555,POSITIVE
556,NEGATIVE
557,NEUTRAL
558,NEGATIVE
559,POSITIVE
560,NEGATIVE
561,POSITIVE
562,NEGATIVE
563,NEGATIVE
564,NEGATIVE
565,POSITIVE
566,NEGATIVE
567,POSITIVE
568,NEGATIVE
569,POSITIVE
570,NEGATIVE
571,NEGATIVE
572,POSITIVE
573,POSITIVE
574,POSITIVE
575,NEUTRAL
576,NEGATIVE
577,NEUTRAL
578,NEUTRAL
579,NEUTRAL
580,NEGATIVE
581,NEGATIVE
582,POSITIVE
583,NEGATIVE
584,NEUTRAL
585,NEGATIVE
586,POSITIVE
587,NEUTRAL
588,POSITIVE
589,NEGATIVE
590,POSITIVE
591,NEGATIVE
592,NEGATIVE
593,NEUTRAL
594,NEGATIVE
595,NEGATIVE
596,NEGATIVE
597,POSITIVE
598,NEUTRAL
599,POSITIVE
600,POSITIVE
601,POSITIVE
602,POSITIVE
603,NEUTRAL
604,NEGATIVE
605,NEGATIVE
606,NEGATIVE
607,NEGATIVE
608,NEGATIVE
609,NEGATIVE
610,NEGATIVE
611,NEGATIVE
612,NEGATIVE
613,NEGATIVE
614,NEUTRAL
615,POSITIVE
616,NEGATIVE
617,NEGATIVE
618,NEUTRAL
619,POSITIVE
620,NEGATIVE
621,POSITIVE
622,NEGATIVE
623,NEGATIVE
624,NEGATIVE
625,NEUTRAL
626,POSITIVE
627,NEUTRAL
628,NEGATIVE
629,NEUTRAL
630,NEGATIVE
631,POSITIVE
632,NEGATIVE
633,POSITIVE
634,NEUTRAL
635,NEGATIVE
636,NEGATIVE
637,POSITIVE
638,NEUTRAL
639,NEGATIVE
640,POSITIVE
641,POSITIVE
642,NEGATIVE
643,NEGATIVE
644,NEGATIVE
645,NEGATIVE
646,NEGATIVE
647,POSITIVE
648,NEGATIVE
649,NEGATIVE
650,NEGATIVE
651,POSITIVE
652,POSITIVE
653,NEGATIVE
654,NEGATIVE
655,POSITIVE
656,NEGATIVE
657,POSITIVE
658,NEGATIVE
659,NEGATIVE
660,NEGATIVE
661,NEGATIVE
662,POSITIVE
663,NEUTRAL
664,POSITIVE
665,NEGATIVE
666,NEGATIVE
667,NEGATIVE
668,POSITIVE
669,POSITIVE
670,NEGATIVE
671,NEGATIVE
672,NEGATIVE
673,NEGATIVE
674,NEGATIVE
675,NEGATIVE
676,NEGATIVE
677,NEGATIVE
678,NEUTRAL
679,POSITIVE
680,NEGATIVE
681,NEUTRAL
682,NEUTRAL
683,NEGATIVE
684,POSITIVE
685,NEGATIVE
686,NEGATIVE
687,POSITIVE
688,NEGATIVE
689,NEGATIVE
690,NEUTRAL
691,NEUTRAL
692,NEGATIVE
693,NEUTRAL
694,NEGATIVE
695,NEGATIVE
696,NEGATIVE
697,NEGATIVE
698,NEGATIVE
699,NEUTRAL
700,NEUTRAL
701,NEGATIVE
702,NEGATIVE
703,NEGATIVE
704,NEUTRAL
705,NEGATIVE
706,POSITIVE
707,NEUTRAL
708,NEGATIVE
709,NEGATIVE
710,NEUTRAL
711,NEUTRAL
712,NEUTRAL
713,NEGATIVE
714,NEUTRAL
715,POSITIVE
716,NEGATIVE
717,POSITIVE
718,NEGATIVE
719,NEUTRAL
720,NEGATIVE
721,NEUTRAL
722,NEGATIVE
723,NEGATIVE
724,POSITIVE
725,NEGATIVE
726,NEGATIVE
727,NEGATIVE
728,NEGATIVE
729,POSITIVE
730,NEGATIVE
731,NEGATIVE
732,POSITIVE
733,NEGATIVE
734,POSITIVE
735,NEUTRAL
736,NEGATIVE
737,POSITIVE
738,POSITIVE
739,NEGATIVE
740,POSITIVE
741,NEGATIVE
742,NEGATIVE
743,POSITIVE
744,NEGATIVE
745,POSITIVE
746,NEUTRAL
747,NEGATIVE
748,NEUTRAL
749,POSITIVE
750,NEGATIVE
751,NEGATIVE
752,NEGATIVE
753,POSITIVE
754,POSITIVE
755,NEGATIVE
756,NEGATIVE
757,NEGATIVE
758,POSITIVE
759,POSITIVE
760,POSITIVE
761,NEUTRAL
762,POSITIVE
763,NEGATIVE
764,NEGATIVE
765,POSITIVE
766,NEGATIVE
767,NEGATIVE
768,NEGATIVE
769,NEGATIVE
770,NEGATIVE
771,NEGATIVE
772,NEGATIVE
773,NEGATIVE
774,NEUTRAL
775,NEGATIVE
776,NEGATIVE
777,POSITIVE
778,NEUTRAL
779,NEUTRAL
780,NEGATIVE
781,POSITIVE
782,NEGATIVE
783,POSITIVE
784,POSITIVE
785,NEUTRAL
786,POSITIVE
787,NEGATIVE
788,NEGATIVE
789,NEUTRAL
790,NEGATIVE
791,NEUTRAL
792,NEGATIVE
793,POSITIVE
794,NEGATIVE
795,NEGATIVE
796,NEUTRAL
797,NEUTRAL
798,NEUTRAL
799,POSITIVE
800,NEGATIVE
801,NEUTRAL
802,NEGATIVE
803,NEUTRAL
804,NEGATIVE
805,NEGATIVE
806,NEUTRAL
807,POSITIVE
808,NEGATIVE
809,NEGATIVE
810,NEGATIVE
811,NEGATIVE
812,POSITIVE
813,NEUTRAL
814,POSITIVE
815,POSITIVE
816,POSITIVE
817,NEGATIVE
818,NEGATIVE
819,NEGATIVE
820,NEGATIVE
821,NEGATIVE
822,POSITIVE
823,POSITIVE
824,NEGATIVE
825,POSITIVE
826,NEGATIVE
827,NEGATIVE
828,NEUTRAL
829,NEUTRAL
830,POSITIVE
831,NEGATIVE
832,NEGATIVE
833,NEGATIVE
834,POSITIVE
835,NEGATIVE
836,NEGATIVE
837,NEGATIVE
838,NEGATIVE
839,NEGATIVE
840,NEGATIVE
841,NEGATIVE
842,NEGATIVE
843,NEGATIVE
844,NEUTRAL
845,NEGATIVE
846,POSITIVE
847,NEGATIVE
848,NEGATIVE
849,NEGATIVE
850,NEGATIVE
851,NEGATIVE
852,POSITIVE
853,NEGATIVE
854,NEGATIVE
855,POSITIVE
856,NEGATIVE
857,NEUTRAL
858,POSITIVE
859,NEUTRAL
860,NEGATIVE
861,NEGATIVE
862,POSITIVE
863,POSITIVE
864,NEUTRAL
865,NEGATIVE
866,NEUTRAL
867,NEGATIVE
868,NEGATIVE
869,NEGATIVE
870,POSITIVE
871,NEUTRAL
872,POSITIVE
873,NEGATIVE
874,POSITIVE
875,NEGATIVE
876,NEUTRAL
877,NEGATIVE
878,POSITIVE
879,NEGATIVE
880,NEUTRAL
881,POSITIVE
882,POSITIVE
883,POSITIVE
884,POSITIVE
885,NEUTRAL
886,NEUTRAL
887,NEGATIVE
888,POSITIVE
889,NEUTRAL
890,NEGATIVE
891,NEGATIVE
892,NEGATIVE
893,POSITIVE
894,NEUTRAL
895,NEGATIVE
896,POSITIVE
897,POSITIVE
898,NEUTRAL
899,NEGATIVE
900,NEUTRAL
901,NEGATIVE
902,NEGATIVE
903,NEGATIVE
904,NEGATIVE
905,NEGATIVE
906,POSITIVE
907,NEUTRAL
908,POSITIVE
909,NEUTRAL
910,POSITIVE
911,NEGATIVE
912,POSITIVE
913,NEUTRAL
914,POSITIVE
915,NEGATIVE
916,NEGATIVE
917,NEGATIVE
918,POSITIVE
919,POSITIVE
920,POSITIVE
921,NEGATIVE
922,POSITIVE
923,POSITIVE
924,NEGATIVE
925,NEGATIVE
926,NEGATIVE
927,NEUTRAL
928,NEGATIVE
929,POSITIVE
930,NEGATIVE
931,POSITIVE
932,NEGATIVE
933,NEGATIVE
934,NEUTRAL
935,POSITIVE
936,NEGATIVE
937,NEGATIVE
938,NEGATIVE
939,NEUTRAL
940,NEGATIVE
941,NEUTRAL
942,POSITIVE
943,NEGATIVE
944,NEGATIVE
945,NEGATIVE
946,NEGATIVE
947,NEUTRAL
948,NEGATIVE
949,POSITIVE
950,NEGATIVE
951,NEGATIVE
952,NEGATIVE
953,NEGATIVE
954,NEUTRAL
955,NEGATIVE
956,POSITIVE
957,NEGATIVE
958,NEUTRAL
959,NEGATIVE
960,NEGATIVE
961,POSITIVE
962,NEGATIVE
963,NEUTRAL
964,NEGATIVE
965,POSITIVE
966,POSITIVE
967,POSITIVE
968,NEUTRAL
969,POSITIVE
970,NEGATIVE
971,NEGATIVE
972,POSITIVE
973,NEGATIVE
974,NEGATIVE
975,NEGATIVE
976,POSITIVE
977,POSITIVE
978,POSITIVE
979,NEGATIVE
980,POSITIVE
981,POSITIVE
982,NEGATIVE
983,NEGATIVE
984,NEGATIVE
985,NEUTRAL
986,NEGATIVE
987,POSITIVE
988,NEGATIVE
989,NEGATIVE
990,NEUTRAL
991,POSITIVE
992,NEUTRAL
993,NEUTRAL
994,NEGATIVE
995,POSITIVE
996,POSITIVE
997,NEGATIVE
998,NEUTRAL
999,NEUTRAL
1000,NEGATIVE
1001,POSITIVE
1002,NEUTRAL
1003,NEGATIVE
1004,NEGATIVE
1005,POSITIVE
1006,POSITIVE
1007,POSITIVE
1008,NEGATIVE
1009,POSITIVE
1010,NEGATIVE
1011,NEGATIVE
1012,POSITIVE
1013,NEUTRAL
1014,NEGATIVE
1015,POSITIVE
1016,NEGATIVE
1017,NEGATIVE
1018,POSITIVE
1019,NEGATIVE
1020,NEUTRAL
1021,POSITIVE
1022,NEGATIVE
1023,NEGATIVE
1024,POSITIVE
1025,NEGATIVE
1026,NEUTRAL
1027,NEUTRAL
1028,NEGATIVE
1029,NEGATIVE
1030,NEGATIVE
1031,NEUTRAL
1032,POSITIVE
1033,NEUTRAL
1034,POSITIVE
1035,NEGATIVE
1036,POSITIVE
1037,POSITIVE
1038,POSITIVE
1039,NEGATIVE
1040,NEGATIVE
1041,POSITIVE
1042,NEGATIVE
1043,NEGATIVE
1044,NEGATIVE
1045,NEUTRAL
1046,NEGATIVE
1047,NEUTRAL
1048,NEGATIVE
1049,NEUTRAL
1050,NEGATIVE
1051,NEGATIVE
1052,NEUTRAL
1053,POSITIVE
1054,NEUTRAL
1055,NEUTRAL
1056,NEGATIVE
1057,NEGATIVE
1058,NEGATIVE
1059,NEGATIVE
1060,POSITIVE
1061,NEUTRAL
1062,POSITIVE
1063,POSITIVE
1064,POSITIVE
1065,NEGATIVE
1066,NEGATIVE
1067,NEGATIVE
1068,NEGATIVE
1069,NEGATIVE
1070,NEUTRAL
1071,NEUTRAL
1072,NEGATIVE
1073,NEUTRAL
1074,NEGATIVE
1075,NEGATIVE
1076,NEGATIVE
1077,POSITIVE
1078,NEUTRAL
1079,NEGATIVE
1080,POSITIVE
1081,NEUTRAL
1082,NEUTRAL
1083,NEGATIVE
1084,NEGATIVE
1085,POSITIVE
1086,NEGATIVE
1087,NEGATIVE
1088,NEUTRAL
1089,POSITIVE
1090,NEGATIVE
1091,NEGATIVE
1092,NEUTRAL
1093,POSITIVE
1094,NEUTRAL
1095,NEUTRAL
1096,NEGATIVE
1097,NEUTRAL
1098,NEUTRAL
1099,NEGATIVE
1100,NEGATIVE
1101,NEGATIVE
1102,NEGATIVE
1103,POSITIVE
1104,NEGATIVE
1105,NEUTRAL
1106,NEUTRAL
1107,NEGATIVE
1108,POSITIVE
1109,NEGATIVE
1110,NEGATIVE
1111,NEGATIVE
1112,NEUTRAL
1113,NEGATIVE
1114,NEGATIVE
1115,NEGATIVE
1116,NEUTRAL
1117,NEGATIVE
1118,NEUTRAL
1119,POSITIVE
1120,NEUTRAL
1121,NEGATIVE
1122,NEGATIVE
1123,NEGATIVE
1124,POSITIVE
1125,NEGATIVE
1126,POSITIVE
1127,NEUTRAL
1128,NEGATIVE
1129,NEUTRAL
1130,POSITIVE
1131,NEGATIVE
1132,POSITIVE
1133,NEGATIVE
1134,POSITIVE
1135,NEGATIVE
1136,NEGATIVE
1137,POSITIVE
1138,NEGATIVE
1139,POSITIVE
1140,POSITIVE
1141,NEGATIVE
1142,NEUTRAL
1143,NEGATIVE
1144,POSITIVE
1145,NEGATIVE
1146,POSITIVE
1147,NEUTRAL
1148,POSITIVE
1149,NEUTRAL
1150,POSITIVE
1151,POSITIVE
1152,NEGATIVE
1153,NEGATIVE
1154,POSITIVE
1155,NEGATIVE
1156,POSITIVE
1157,POSITIVE
1158,NEGATIVE
1159,NEGATIVE
1160,POSITIVE
1161,NEGATIVE
1162,NEUTRAL
1163,NEUTRAL
1164,NEUTRAL
1165,POSITIVE
1166,NEUTRAL
1167,NEUTRAL
1168,POSITIVE
1169,NEGATIVE
1170,POSITIVE
1171,NEGATIVE
1172,NEGATIVE
1173,NEGATIVE
1174,NEGATIVE
1175,NEUTRAL
1176,NEUTRAL
1177,POSITIVE
1178,NEGATIVE
1179,NEUTRAL
1180,POSITIVE
1181,NEGATIVE
1182,NEGATIVE
1183,NEGATIVE
1184,NEGATIVE
1185,POSITIVE
1186,NEUTRAL
1187,NEGATIVE
1188,NEGATIVE
1189,NEUTRAL
1190,POSITIVE
1191,POSITIVE
1192,POSITIVE
1193,NEGATIVE
1194,POSITIVE
1195,NEGATIVE
1196,NEGATIVE
1197,NEGATIVE
1198,NEUTRAL
1199,NEGATIVE
1200,POSITIVE
1201,NEGATIVE
1202,NEGATIVE
1203,POSITIVE
1204,POSITIVE
1205,POSITIVE
1206,NEGATIVE
1207,NEUTRAL
1208,POSITIVE
1209,POSITIVE
1210,NEGATIVE
1211,POSITIVE
1212,NEGATIVE
1213,NEUTRAL
1214,NEGATIVE
1215,POSITIVE
1216,NEGATIVE
1217,NEGATIVE
1218,POSITIVE
1219,POSITIVE
1220,NEGATIVE
1221,NEGATIVE
1222,NEGATIVE
1223,NEUTRAL
1224,NEUTRAL
1225,NEUTRAL
1226,POSITIVE
1227,POSITIVE
1228,NEGATIVE
1229,NEGATIVE
1230,NEGATIVE
1231,NEUTRAL
1232,NEUTRAL
1233,NEGATIVE
1234,POSITIVE
1235,POSITIVE
1236,NEGATIVE
1237,NEUTRAL
1238,POSITIVE
1239,NEUTRAL
1240,NEGATIVE
1241,POSITIVE
1242,NEGATIVE
1243,POSITIVE
1244,NEUTRAL
1245,POSITIVE
1246,NEGATIVE
1247,NEGATIVE
1248,NEUTRAL
1249,NEUTRAL
1250,POSITIVE
1251,NEGATIVE
1252,NEGATIVE
1253,NEUTRAL
1254,POSITIVE
1255,NEGATIVE
1256,POSITIVE
1257,NEGATIVE
1258,NEGATIVE
1259,NEGATIVE
1260,NEUTRAL
1261,NEGATIVE
1262,NEGATIVE
1263,POSITIVE
1264,NEUTRAL
1265,NEGATIVE
1266,POSITIVE
1267,NEGATIVE
1268,NEGATIVE
1269,POSITIVE
1270,NEGATIVE
1271,NEGATIVE
1272,POSITIVE
1273,NEGATIVE
1274,NEGATIVE
1275,NEGATIVE
1276,POSITIVE
1277,NEGATIVE
1278,POSITIVE
1279,NEUTRAL
1280,NEUTRAL
1281,NEUTRAL
1282,NEGATIVE
1283,NEGATIVE
1284,NEGATIVE
1285,NEUTRAL
1286,NEUTRAL
1287,POSITIVE
1288,NEGATIVE
1289,NEUTRAL
1290,POSITIVE
1291,POSITIVE
1292,NEGATIVE
1293,NEUTRAL
1294,NEGATIVE
1295,NEUTRAL
1296,NEUTRAL
1297,NEUTRAL
1298,NEGATIVE
1299,NEGATIVE
1300,POSITIVE
1301,NEGATIVE
1302,NEGATIVE
1303,NEUTRAL
1304,NEGATIVE
1305,NEGATIVE
1306,POSITIVE
1307,NEGATIVE
1308,NEGATIVE
1309,NEGATIVE
1310,NEGATIVE
1311,POSITIVE
1312,NEUTRAL
1313,NEGATIVE
1314,NEUTRAL
1315,NEGATIVE
1316,NEGATIVE
1317,NEGATIVE
1318,POSITIVE
1319,NEGATIVE
1320,NEGATIVE
1321,POSITIVE
1322,NEGATIVE
1323,NEGATIVE
1324,NEGATIVE
1325,NEGATIVE
1326,NEUTRAL
1327,NEGATIVE
1328,NEUTRAL
1329,NEGATIVE
1330,NEUTRAL
1331,POSITIVE
1332,NEGATIVE
1333,NEGATIVE
1334,POSITIVE
1335,NEGATIVE
1336,POSITIVE
1337,POSITIVE
1338,POSITIVE
1339,NEUTRAL
1340,NEUTRAL
1341,NEGATIVE
1342,NEGATIVE
1343,NEGATIVE
1344,POSITIVE
1345,POSITIVE
1346,NEGATIVE
1347,POSITIVE
1348,NEGATIVE
1349,NEGATIVE
1350,NEUTRAL
1351,NEGATIVE
1352,NEGATIVE
1353,NEUTRAL
1354,NEGATIVE
1355,NEGATIVE
1356,NEGATIVE
1357,NEGATIVE
1358,NEGATIVE
1359,NEGATIVE
1360,POSITIVE
1361,NEUTRAL
1362,POSITIVE
1363,NEGATIVE
1364,NEGATIVE
1365,POSITIVE
1366,NEUTRAL
1367,NEGATIVE
1368,POSITIVE
1369,NEUTRAL
1370,NEGATIVE
1371,POSITIVE
1372,POSITIVE
1373,NEGATIVE
1374,POSITIVE
1375,NEGATIVE
1376,NEGATIVE
1377,NEGATIVE
1378,NEGATIVE
1379,NEGATIVE
1380,NEGATIVE
1381,NEGATIVE
1382,NEGATIVE
1383,NEGATIVE
1384,NEUTRAL
1385,NEGATIVE
1386,NEGATIVE
1387,NEUTRAL
1388,NEUTRAL
1389,POSITIVE
1390,NEGATIVE
1391,NEUTRAL
1392,NEGATIVE
1393,NEGATIVE
1394,NEUTRAL
1395,POSITIVE
1396,NEGATIVE
