Id,Predicted
122,NEGATIVE
123,NEGATIVE
124,POSITIVE
125,POSITIVE
126,NEGATIVE
127,NEGATIVE
128,NEUTRAL
129,POSITIVE
130,POSITIVE
131,NEGATIVE
132,POSITIVE
133,NEUTRAL
134,POSITIVE
135,NEGATIVE
136,NEUTRAL
137,NEGATIVE
138,NEGATIVE
139,POSITIVE
140,NEGATIVE
141,POSITIVE
142,NEUTRAL
143,NEGATIVE
144,POSITIVE
145,POSITIVE
146,NEUTRAL
147,POSITIVE
148,NEUTRAL
149,NEUTRAL
150,NEUTRAL
151,NEGATIVE
152,NEGATIVE
153,NEUTRAL
154,POSITIVE
155,POSITIVE
156,POSITIVE
157,POSITIVE
158,NEGATIVE
159,POSITIVE
160,NEGATIVE
161,NEGATIVE
162,NEGATIVE
163,NEGATIVE
164,POSITIVE
165,POSITIVE
166,NEGATIVE
167,NEGATIVE
168,NEGATIVE
169,POSITIVE
170,NEGATIVE
171,POSITIVE
172,NEGATIVE
173,NEGATIVE
174,NEGATIVE
175,NEGATIVE
176,POSITIVE
177,POSITIVE
178,NEUTRAL
179,NEGATIVE
180,NEGATIVE
181,POSITIVE
182,POSITIVE
183,NEGATIVE
184,POSITIVE
185,POSITIVE
186,POSITIVE
187,NEUTRAL
188,NEGATIVE
189,POSITIVE
190,POSITIVE
191,NEGATIVE
192,NEGATIVE
193,POSITIVE
194,NEGATIVE
195,POSITIVE
196,NEGATIVE
197,NEUTRAL
198,NEGATIVE
199,NEGATIVE
200,POSITIVE
201,POSITIVE
202,NEGATIVE
203,NEGATIVE
204,NEGATIVE
205,NEGATIVE
206,NEGATIVE
207,POSITIVE
208,NEGATIVE
209,POSITIVE
210,POSITIVE
211,NEGATIVE
212,POSITIVE
213,NEUTRAL
214,NEGATIVE
215,NEGATIVE
216,NEGATIVE
217,POSITIVE
218,NEGATIVE
219,POSITIVE
220,NEUTRAL
221,NEGATIVE
222,NEGATIVE
223,NEGATIVE
224,POSITIVE
225,NEGATIVE
226,NEGATIVE
227,NEUTRAL
228,NEUTRAL
229,POSITIVE
230,NEGATIVE
231,NEGATIVE
232,POSITIVE
233,POSITIVE
234,NEGATIVE
235,NEGATIVE
236,NEGATIVE
237,NEGATIVE
238,POSITIVE
239,NEGATIVE
240,NEGATIVE
241,POSITIVE
242,POSITIVE
243,POSITIVE
244,NEGATIVE
245,NEGATIVE
246,POSITIVE
247,NEGATIVE
248,NEGATIVE
249,POSITIVE
250,NEUTRAL
251,NEGATIVE
252,NEGATIVE
253,POSITIVE
254,POSITIVE
255,NEGATIVE
256,NEUTRAL
257,NEGATIVE
258,NEGATIVE
259,POSITIVE
260,POSITIVE
261,NEGATIVE
262,NEGATIVE
263,POSITIVE
264,POSITIVE
265,NEGATIVE
266,POSITIVE
267,NEGATIVE
268,NEUTRAL
269,POSITIVE
270,NEGATIVE
271,NEGATIVE
272,NEGATIVE
273,POSITIVE
274,POSITIVE
275,NEGATIVE
276,NEGATIVE
277,POSITIVE
278,NEGATIVE
279,NEGATIVE
280,NEUTRAL
281,NEGATIVE
282,NEGATIVE
283,NEUTRAL
284,NEUTRAL
285,POSITIVE
286,NEGATIVE
287,NEGATIVE
288,POSITIVE
289,POSITIVE
290,POSITIVE
291,NEGATIVE
292,POSITIVE
293,NEGATIVE
294,POSITIVE
295,NEGATIVE
296,NEGATIVE
297,NEGATIVE
298,POSITIVE
299,NEGATIVE
300,NEGATIVE
301,POSITIVE
302,NEGATIVE
303,POSITIVE
304,POSITIVE
305,NEGATIVE
306,POSITIVE
307,NEGATIVE
308,NEGATIVE
309,NEUTRAL
310,NEGATIVE
311,POSITIVE
312,POSITIVE
313,NEGATIVE
314,NEGATIVE
315,POSITIVE
316,NEGATIVE
317,NEGATIVE
318,NEGATIVE
319,NEGATIVE
320,POSITIVE
321,POSITIVE
322,NEGATIVE
323,NEGATIVE
324,NEGATIVE
325,POSITIVE
326,POSITIVE
327,POSITIVE
328,POSITIVE
329,NEGATIVE
330,NEGATIVE
331,NEGATIVE
332,NEGATIVE
333,POSITIVE
334,NEUTRAL
335,NEGATIVE
336,POSITIVE
337,NEGATIVE
338,NEGATIVE
339,POSITIVE
340,NEGATIVE
341,NEGATIVE
342,NEGATIVE
343,POSITIVE
344,NEGATIVE
345,POSITIVE
346,NEGATIVE
347,POSITIVE
348,POSITIVE
349,NEGATIVE
350,POSITIVE
351,POSITIVE
352,NEGATIVE
353,NEGATIVE
354,NEGATIVE
355,NEGATIVE
356,NEGATIVE
357,NEGATIVE
358,NEGATIVE
359,NEGATIVE
360,POSITIVE
361,NEGATIVE
362,POSITIVE
363,NEGATIVE
364,POSITIVE
365,NEGATIVE
366,NEGATIVE
367,NEGATIVE
368,NEGATIVE
369,POSITIVE
370,POSITIVE
371,NEGATIVE
372,NEGATIVE
373,NEUTRAL
374,NEGATIVE
375,NEGATIVE
376,NEGATIVE
377,NEGATIVE
378,POSITIVE
379,NEGATIVE
380,NEGATIVE
381,NEUTRAL
382,NEUTRAL
383,POSITIVE
384,POSITIVE
385,NEUTRAL
386,NEGATIVE
387,POSITIVE
388,NEGATIVE
389,NEGATIVE
390,POSITIVE
391,NEGATIVE
392,NEGATIVE
393,NEGATIVE
394,NEGATIVE
395,NEGATIVE
396,NEGATIVE
397,NEGATIVE
398,POSITIVE
399,NEGATIVE
400,NEGATIVE
401,NEGATIVE
402,NEGATIVE
403,NEGATIVE
404,NEGATIVE
405,NEGATIVE
406,NEGATIVE
407,POSITIVE
408,POSITIVE
409,NEGATIVE
410,NEGATIVE
411,NEGATIVE
412,NEGATIVE
413,NEGATIVE
414,POSITIVE
415,NEGATIVE
416,POSITIVE
417,POSITIVE
418,POSITIVE
419,POSITIVE
420,POSITIVE
421,NEGATIVE
422,NEGATIVE
423,NEGATIVE
424,NEGATIVE
425,POSITIVE
426,NEUTRAL
427,NEGATIVE
428,NEGATIVE
429,POSITIVE
430,POSITIVE
431,NEGATIVE
432,POSITIVE
433,NEGATIVE
434,NEGATIVE
435,NEGATIVE
436,POSITIVE
437,POSITIVE
438,NEGATIVE
439,NEGATIVE
440,POSITIVE
441,NEGATIVE
442,NEUTRAL
443,POSITIVE
444,POSITIVE
445,POSITIVE
446,POSITIVE
447,NEGATIVE
448,POSITIVE
449,POSITIVE
450,NEUTRAL
451,POSITIVE
452,POSITIVE
453,NEGATIVE
454,NEUTRAL
455,NEGATIVE
456,NEGATIVE
457,NEUTRAL
458,NEGATIVE
459,NEGATIVE
460,NEGATIVE
461,NEGATIVE
462,NEGATIVE
463,NEGATIVE
464,NEGATIVE
465,NEUTRAL
466,POSITIVE
467,POSITIVE
468,NEGATIVE
469,NEGATIVE
470,NEGATIVE
471,POSITIVE
472,NEUTRAL
473,POSITIVE
474,NEGATIVE
475,NEGATIVE
476,NEGATIVE
477,NEGATIVE
478,NEGATIVE
479,POSITIVE
480,POSITIVE
481,NEGATIVE
482,POSITIVE
483,NEGATIVE
484,NEGATIVE
485,NEGATIVE
486,POSITIVE
487,NEGATIVE
488,NEGATIVE
489,POSITIVE
490,POSITIVE
491,NEGATIVE
492,NEGATIVE
493,NEGATIVE
494,POSITIVE
495,POSITIVE
496,POSITIVE
497,POSITIVE
498,NEGATIVE
499,NEGATIVE
500,NEGATIVE
501,POSITIVE
502,POSITIVE
503,NEGATIVE
504,NEGATIVE
505,POSITIVE
506,POSITIVE
507,POSITIVE
508,NEGATIVE
509,NEGATIVE
510,NEGATIVE
511,NEGATIVE
512,POSITIVE
513,NEGATIVE
514,NEGATIVE
515,POSITIVE
516,NEGATIVE
517,NEGATIVE
518,NEGATIVE
519,POSITIVE
520,NEGATIVE
521,POSITIVE
522,NEGATIVE
523,NEGATIVE
524,NEGATIVE
525,NEGATIVE
526,NEGATIVE
527,POSITIVE
528,NEGATIVE
529,POSITIVE
530,NEGATIVE
531,NEGATIVE
532,NEGATIVE
533,POSITIVE
534,NEGATIVE
535,NEGATIVE
536,POSITIVE
537,NEGATIVE
538,NEGATIVE
539,NEGATIVE
540,NEGATIVE
541,POSITIVE
542,POSITIVE
543,NEGATIVE
544,NEGATIVE
545,POSITIVE
546,NEGATIVE
547,NEGATIVE
548,NEGATIVE
549,NEGATIVE
550,POSITIVE
551,POSITIVE
552,POSITIVE
553,NEGATIVE
554,NEGATIVE
555,POSITIVE
556,POSITIVE
557,NEGATIVE
558,NEGATIVE
559,NEGATIVE
560,NEGATIVE
561,NEGATIVE
562,NEUTRAL
563,NEGATIVE
564,NEUTRAL
565,NEGATIVE
566,POSITIVE
567,NEGATIVE
568,NEGATIVE
569,NEGATIVE
570,NEGATIVE
571,NEGATIVE
572,POSITIVE
573,NEGATIVE
574,POSITIVE
575,NEGATIVE
576,POSITIVE
577,NEGATIVE
578,NEGATIVE
579,POSITIVE
580,POSITIVE
581,NEGATIVE
582,NEGATIVE
583,POSITIVE
584,POSITIVE
585,NEGATIVE
586,NEGATIVE
587,NEUTRAL
588,NEGATIVE
589,POSITIVE
590,NEGATIVE
591,NEGATIVE
592,POSITIVE
593,POSITIVE
594,NEGATIVE
595,NEGATIVE
596,NEGATIVE
597,NEGATIVE
598,NEGATIVE
599,POSITIVE
600,NEGATIVE
601,NEGATIVE
602,POSITIVE
603,NEGATIVE
604,NEGATIVE
605,POSITIVE
606,NEUTRAL
607,NEUTRAL
608,NEGATIVE
609,POSITIVE
610,NEGATIVE
611,POSITIVE
612,NEGATIVE
613,POSITIVE
614,NEGATIVE
615,NEGATIVE
616,NEGATIVE
617,POSITIVE
618,POSITIVE
619,NEGATIVE
620,POSITIVE
621,NEGATIVE
622,POSITIVE
623,NEGATIVE
624,NEGATIVE
625,NEGATIVE
626,POSITIVE
627,POSITIVE
628,POSITIVE
629,POSITIVE
630,NEGATIVE
631,NEUTRAL
632,NEGATIVE
633,NEGATIVE
634,NEGATIVE
635,NEGATIVE
636,POSITIVE
637,NEGATIVE
638,NEGATIVE
639,NEGATIVE
640,NEUTRAL
641,NEGATIVE
642,POSITIVE
643,POSITIVE
644,NEGATIVE
645,POSITIVE
646,POSITIVE
647,POSITIVE
648,NEUTRAL
649,POSITIVE
650,POSITIVE
651,NEGATIVE
652,NEGATIVE
653,POSITIVE
654,NEGATIVE
655,POSITIVE
656,NEGATIVE
657,POSITIVE
658,NEGATIVE
659,POSITIVE
660,NEUTRAL
661,NEUTRAL
662,POSITIVE
663,NEGATIVE
664,POSITIVE
665,NEUTRAL
666,POSITIVE
667,NEGATIVE
668,NEUTRAL
669,NEUTRAL
670,POSITIVE
671,POSITIVE
672,POSITIVE
673,NEGATIVE
674,NEGATIVE
675,NEGATIVE
676,POSITIVE
677,NEUTRAL
678,NEGATIVE
679,NEGATIVE
680,POSITIVE
681,POSITIVE
682,POSITIVE
683,NEGATIVE
684,NEGATIVE
685,NEGATIVE
686,NEGATIVE
687,NEGATIVE
688,NEGATIVE
689,POSITIVE
690,POSITIVE
691,NEGATIVE
692,POSITIVE
693,POSITIVE
694,NEGATIVE
695,POSITIVE
696,NEGATIVE
697,NEGATIVE
698,NEGATIVE
699,NEGATIVE
700,NEGATIVE
701,NEGATIVE
702,NEGATIVE
703,NEGATIVE
704,POSITIVE
705,NEGATIVE
706,POSITIVE
707,POSITIVE
708,POSITIVE
709,NEGATIVE
710,NEUTRAL
711,POSITIVE
712,POSITIVE
713,POSITIVE
714,POSITIVE
715,NEGATIVE
716,NEGATIVE
717,NEGATIVE
718,NEGATIVE
719,POSITIVE
720,NEGATIVE
721,NEUTRAL
722,POSITIVE
723,NEGATIVE
724,NEGATIVE
725,NEGATIVE
726,POSITIVE
727,NEGATIVE
728,NEGATIVE
729,POSITIVE
730,POSITIVE
731,NEUTRAL
732,NEGATIVE
733,POSITIVE
734,POSITIVE
735,NEUTRAL
736,POSITIVE
737,POSITIVE
738,NEGATIVE
739,NEGATIVE
740,NEGATIVE
741,POSITIVE
742,NEGATIVE
743,NEUTRAL
744,NEGATIVE
745,NEGATIVE
746,POSITIVE
747,NEGATIVE
748,POSITIVE
749,POSITIVE
750,NEGATIVE
751,NEGATIVE
752,POSITIVE
753,NEGATIVE
754,NEGATIVE
755,NEUTRAL
756,NEGATIVE
757,NEGATIVE
758,POSITIVE
759,NEGATIVE
760,POSITIVE
761,POSITIVE
762,POSITIVE
763,NEGATIVE
764,NEGATIVE
765,NEGATIVE
766,NEGATIVE
767,POSITIVE
768,NEGATIVE
769,POSITIVE
770,POSITIVE
771,POSITIVE
772,NEGATIVE
773,NEUTRAL
774,NEGATIVE
775,POSITIVE
776,NEGATIVE
777,POSITIVE
778,POSITIVE
779,POSITIVE
780,POSITIVE
781,NEGATIVE
782,NEGATIVE
783,POSITIVE
784,POSITIVE
785,NEGATIVE
786,NEGATIVE
787,NEGATIVE
788,NEGATIVE
789,NEGATIVE
790,POSITIVE
791,POSITIVE
792,POSITIVE
793,NEGATIVE
794,NEGATIVE
795,NEGATIVE
796,POSITIVE
797,NEGATIVE
798,NEGATIVE
799,POSITIVE
800,POSITIVE
801,NEGATIVE
802,POSITIVE
803,NEGATIVE
804,NEGATIVE
805,NEUTRAL
806,NEUTRAL
807,NEGATIVE
808,NEGATIVE
809,NEUTRAL
810,POSITIVE
811,NEUTRAL
812,POSITIVE
813,NEGATIVE
814,NEGATIVE
815,NEGATIVE
816,NEGATIVE
817,NEGATIVE
818,NEGATIVE
819,NEGATIVE
820,NEGATIVE
821,POSITIVE
822,NEGATIVE
823,NEUTRAL
824,NEUTRAL
825,POSITIVE
826,NEGATIVE
827,POSITIVE
828,NEGATIVE
829,NEUTRAL
830,POSITIVE
831,NEGATIVE
832,NEGATIVE
833,POSITIVE
834,NEUTRAL
835,POSITIVE
836,POSITIVE
837,NEGATIVE
838,NEGATIVE
839,NEGATIVE
840,NEGATIVE
841,POSITIVE
842,NEGATIVE
843,POSITIVE
844,POSITIVE
845,NEGATIVE
846,POSITIVE
847,NEUTRAL
848,NEGATIVE
849,NEGATIVE
850,NEUTRAL
851,NEGATIVE
852,POSITIVE
853,POSITIVE
854,NEGATIVE
855,NEUTRAL
856,NEGATIVE
857,NEGATIVE
858,POSITIVE
859,POSITIVE
860,POSITIVE
861,NEGATIVE
862,POSITIVE
863,NEGATIVE
864,NEGATIVE
865,POSITIVE
866,NEUTRAL
867,NEGATIVE
868,POSITIVE
869,NEGATIVE
870,POSITIVE
871,NEGATIVE
872,NEGATIVE
873,POSITIVE
874,POSITIVE
875,NEGATIVE
876,NEGATIVE
877,NEGATIVE
878,NEGATIVE
879,POSITIVE
880,NEGATIVE
881,POSITIVE
882,POSITIVE
883,POSITIVE
884,POSITIVE
885,NEGATIVE
886,NEGATIVE
887,NEGATIVE
888,POSITIVE
889,POSITIVE
890,POSITIVE
891,NEGATIVE
892,NEUTRAL
893,NEUTRAL
894,NEUTRAL
895,NEGATIVE
896,NEUTRAL
897,NEGATIVE
898,NEGATIVE
899,NEUTRAL
900,POSITIVE
901,NEUTRAL
902,NEGATIVE
903,POSITIVE
904,NEGATIVE
905,POSITIVE
906,POSITIVE
907,NEGATIVE
908,NEGATIVE
909,NEGATIVE
910,NEGATIVE
911,NEGATIVE
912,NEGATIVE
913,NEGATIVE
914,POSITIVE
915,NEGATIVE
916,NEGATIVE
917,NEGATIVE
918,NEUTRAL
919,POSITIVE
920,POSITIVE
921,NEGATIVE
922,NEGATIVE
923,NEGATIVE
924,NEGATIVE
925,POSITIVE
926,NEGATIVE
927,POSITIVE
928,NEGATIVE
929,POSITIVE
930,NEGATIVE
931,NEUTRAL
932,NEGATIVE
933,POSITIVE
934,NEGATIVE
935,NEUTRAL
936,NEGATIVE
937,POSITIVE
938,POSITIVE
939,NEUTRAL
940,POSITIVE
941,NEGATIVE
942,POSITIVE
943,POSITIVE
944,NEGATIVE
945,NEGATIVE
946,NEGATIVE
947,NEGATIVE
948,NEGATIVE
949,POSITIVE
950,POSITIVE
951,NEGATIVE
952,NEGATIVE
953,NEGATIVE
954,POSITIVE
955,POSITIVE
956,NEGATIVE
957,NEUTRAL
958,NEGATIVE
959,POSITIVE
960,NEGATIVE
961,NEUTRAL
962,POSITIVE
963,POSITIVE
964,NEUTRAL
965,POSITIVE
966,POSITIVE
967,NEGATIVE
968,NEGATIVE
969,NEGATIVE
970,POSITIVE
971,NEGATIVE
972,NEUTRAL
973,POSITIVE
974,NEGATIVE
975,NEGATIVE
976,NEGATIVE
977,NEGATIVE
978,NEGATIVE
979,NEGATIVE
980,POSITIVE
981,NEGATIVE
982,NEGATIVE
983,NEUTRAL
984,POSITIVE
985,NEGATIVE
986,NEGATIVE
987,POSITIVE
988,POSITIVE
989,NEGATIVE
990,POSITIVE
991,POSITIVE
992,NEGATIVE
993,NEGATIVE
994,POSITIVE
995,NEGATIVE
996,POSITIVE
997,POSITIVE
998,NEGATIVE
999,NEUTRAL
1000,POSITIVE
1001,POSITIVE
1002,POSITIVE
1003,NEGATIVE
1004,NEUTRAL
1005,NEGATIVE
1006,NEUTRAL
1007,POSITIVE
1008,NEGATIVE
1009,POSITIVE
1010,NEGATIVE
1011,NEGATIVE
1012,NEGATIVE
1013,POSITIVE
1014,POSITIVE
1015,POSITIVE
1016,NEGATIVE
1017,POSITIVE
1018,NEGATIVE
1019,POSITIVE
1020,NEGATIVE
1021,NEGATIVE
1022,POSITIVE
1023,POSITIVE
1024,NEGATIVE
1025,NEGATIVE
1026,NEUTRAL
1027,POSITIVE
1028,NEGATIVE
1029,POSITIVE
1030,NEGATIVE
1031,NEGATIVE
1032,POSITIVE
1033,NEGATIVE
1034,NEGATIVE
1035,NEGATIVE
1036,NEGATIVE
1037,POSITIVE
1038,NEGATIVE
1039,POSITIVE
1040,POSITIVE
1041,NEGATIVE
1042,NEGATIVE
1043,NEGATIVE
1044,NEUTRAL
1045,POSITIVE
1046,POSITIVE
1047,NEGATIVE
1048,NEUTRAL
1049,NEUTRAL
1050,NEGATIVE
1051,NEUTRAL
1052,NEUTRAL
1053,NEGATIVE
1054,NEGATIVE
1055,POSITIVE
1056,POSITIVE
1057,NEGATIVE
1058,NEGATIVE
1059,NEGATIVE
1060,NEGATIVE
1061,POSITIVE
1062,NEGATIVE
1063,POSITIVE
1064,NEGATIVE
1065,POSITIVE
1066,NEGATIVE
1067,POSITIVE
1068,POSITIVE
1069,NEGATIVE
1070,NEGATIVE
1071,POSITIVE
1072,POSITIVE
1073,NEUTRAL
1074,NEUTRAL
1075,POSITIVE
1076,NEGATIVE
1077,NEUTRAL
1078,NEGATIVE
1079,POSITIVE
1080,NEGATIVE
1081,NEUTRAL
1082,NEGATIVE
1083,NEGATIVE
1084,NEGATIVE
1085,POSITIVE
1086,NEGATIVE
1087,POSITIVE
1088,NEGATIVE
1089,NEGATIVE
1090,NEUTRAL
1091,NEUTRAL
1092,NEGATIVE
1093,NEUTRAL
1094,NEGATIVE
1095,NEGATIVE
1096,POSITIVE
1097,NEGATIVE
1098,POSITIVE
1099,NEGATIVE
1100,NEGATIVE
1101,POSITIVE
1102,NEGATIVE
1103,NEGATIVE
1104,NEGATIVE
1105,POSITIVE
1106,POSITIVE
1107,POSITIVE
1108,NEGATIVE
1109,NEGATIVE
1110,NEGATIVE
1111,POSITIVE
1112,NEGATIVE
1113,POSITIVE
1114,POSITIVE
1115,POSITIVE
1116,NEUTRAL
1117,NEGATIVE
1118,NEGATIVE
1119,POSITIVE
1120,POSITIVE
1121,POSITIVE
1122,NEGATIVE
1123,POSITIVE
1124,NEGATIVE
1125,NEGATIVE
1126,POSITIVE
1127,POSITIVE
1128,NEGATIVE
1129,NEGATIVE
1130,NEGATIVE
1131,NEUTRAL
1132,NEGATIVE
1133,NEGATIVE
1134,NEGATIVE
1135,POSITIVE
1136,POSITIVE
1137,NEGATIVE
1138,NEGATIVE
1139,POSITIVE
1140,NEGATIVE
1141,NEUTRAL
1142,NEGATIVE
1143,POSITIVE
1144,NEGATIVE
1145,NEGATIVE
1146,NEGATIVE
1147,NEGATIVE
1148,NEUTRAL
1149,POSITIVE
1150,NEUTRAL
1151,NEGATIVE
1152,NEGATIVE
1153,POSITIVE
1154,NEGATIVE
1155,NEGATIVE
1156,NEUTRAL
1157,NEGATIVE
1158,NEUTRAL
1159,POSITIVE
1160,NEGATIVE
1161,NEGATIVE
1162,NEGATIVE
1163,NEGATIVE
1164,POSITIVE
1165,POSITIVE
1166,POSITIVE
1167,POSITIVE
1168,NEUTRAL
1169,NEGATIVE
1170,POSITIVE
1171,NEGATIVE
1172,POSITIVE
1173,NEGATIVE
1174,NEGATIVE
1175,NEUTRAL
1176,NEGATIVE
1177,POSITIVE
1178,POSITIVE
1179,NEGATIVE
1180,NEGATIVE
1181,NEGATIVE
1182,NEGATIVE
1183,POSITIVE
1184,NEGATIVE
1185,POSITIVE
1186,NEUTRAL
1187,POSITIVE
1188,POSITIVE
1189,NEGATIVE
1190,NEGATIVE
1191,NEGATIVE
1192,NEGATIVE
1193,NEGATIVE
1194,NEGATIVE
1195,NEGATIVE
1196,NEUTRAL
1197,POSITIVE
1198,NEGATIVE
1199,POSITIVE
1200,NEUTRAL
1201,POSITIVE
1202,NEGATIVE
1203,POSITIVE
1204,NEGATIVE
1205,POSITIVE
1206,NEGATIVE
1207,POSITIVE
1208,POSITIVE
1209,NEGATIVE
1210,NEGATIVE
1211,POSITIVE
1212,NEGATIVE
1213,NEGATIVE
1214,NEGATIVE
1215,POSITIVE
1216,NEGATIVE
1217,POSITIVE
1218,NEGATIVE
1219,NEGATIVE
1220,NEGATIVE
1221,NEGATIVE
1222,POSITIVE
1223,POSITIVE
1224,NEUTRAL
1225,NEGATIVE
1226,NEUTRAL
1227,NEGATIVE
1228,NEUTRAL
1229,POSITIVE
1230,NEGATIVE
1231,POSITIVE
1232,NEGATIVE
1233,POSITIVE
1234,POSITIVE
1235,NEUTRAL
1236,NEGATIVE
1237,NEGATIVE
1238,NEGATIVE
1239,NEGATIVE
1240,POSITIVE
1241,POSITIVE
1242,NEGATIVE
1243,NEGATIVE
1244,NEGATIVE
1245,POSITIVE
1246,NEGATIVE
1247,POSITIVE
1248,POSITIVE
1249,POSITIVE
1250,NEGATIVE
1251,NEGATIVE
1252,POSITIVE
1253,NEUTRAL
1254,NEGATIVE
1255,NEGATIVE
1256,NEGATIVE
1257,POSITIVE
1258,POSITIVE
1259,NEGATIVE
1260,POSITIVE
1261,NEGATIVE
1262,POSITIVE
1263,POSITIVE
1264,POSITIVE
1265,NEUTRAL
1266,NEGATIVE
1267,NEGATIVE
1268,NEGATIVE
1269,POSITIVE
1270,NEGATIVE
1271,POSITIVE
1272,NEGATIVE
1273,NEGATIVE
1274,NEGATIVE
1275,NEGATIVE
1276,NEGATIVE
1277,NEGATIVE
1278,NEUTRAL
1279,POSITIVE
1280,NEGATIVE
1281,POSITIVE
1282,NEGATIVE
1283,NEGATIVE
1284,NEGATIVE
1285,POSITIVE
1286,NEGATIVE
1287,NEGATIVE
1288,NEGATIVE
1289,NEGATIVE
1290,POSITIVE
1291,POSITIVE
1292,POSITIVE
1293,NEGATIVE
1294,POSITIVE
1295,NEUTRAL
1296,POSITIVE
1297,POSITIVE
1298,POSITIVE
1299,NEGATIVE
1300,NEUTRAL
1301,NEUTRAL
1302,NEGATIVE
1303,NEGATIVE
1304,NEGATIVE
1305,POSITIVE
1306,NEGATIVE
1307,NEUTRAL
1308,NEUTRAL
1309,POSITIVE
1310,NEGATIVE
1311,POSITIVE
1312,POSITIVE
1313,NEGATIVE
1314,NEGATIVE
1315,POSITIVE
1316,NEGATIVE
1317,NEGATIVE
1318,NEUTRAL
1319,POSITIVE
1320,NEGATIVE
1321,POSITIVE
1322,NEGATIVE
1323,POSITIVE
1324,POSITIVE
1325,NEGATIVE
1326,POSITIVE
1327,NEGATIVE
1328,NEGATIVE
1329,POSITIVE
1330,POSITIVE
1331,NEGATIVE
1332,NEUTRAL
1333,NEGATIVE
1334,NEGATIVE
1335,NEGATIVE
1336,POSITIVE
1337,POSITIVE
1338,NEGATIVE
1339,NEGATIVE
1340,POSITIVE
1341,POSITIVE
1342,POSITIVE
1343,NEGATIVE
1344,NEGATIVE
1345,NEUTRAL
1346,NEGATIVE
1347,NEGATIVE
1348,NEGATIVE
1349,NEGATIVE
1350,POSITIVE
1351,NEGATIVE
1352,NEGATIVE
1353,NEGATIVE
1354,NEGATIVE
1355,POSITIVE
1356,NEGATIVE
1357,POSITIVE
1358,POSITIVE
1359,POSITIVE
1360,POSITIVE
1361,NEGATIVE
1362,POSITIVE
1363,NEGATIVE
1364,NEGATIVE
1365,NEGATIVE
1366,POSITIVE
1367,NEGATIVE
1368,NEGATIVE
1369,POSITIVE
1370,NEGATIVE
1371,NEGATIVE
1372,POSITIVE
1373,NEUTRAL
1374,NEGATIVE
1375,POSITIVE
1376,NEGATIVE
1377,POSITIVE
1378,POSITIVE
1379,POSITIVE
1380,NEGATIVE
1381,NEUTRAL
1382,NEUTRAL
1383,POSITIVE
1384,NEGATIVE
1385,NEGATIVE
1386,NEGATIVE
1387,POSITIVE
1388,POSITIVE
1389,NEGATIVE
1390,NEGATIVE
1391,NEGATIVE
1392,NEGATIVE
1393,POSITIVE
1394,NEUTRAL
1395,POSITIVE
1396,POSITIVE
1397,NEGATIVE
1398,NEGATIVE
1399,POSITIVE
1400,POSITIVE
1401,POSITIVE
1402,NEGATIVE
1403,POSITIVE
1404,NEUTRAL
1405,POSITIVE
1406,NEGATIVE
1407,POSITIVE
1408,NEUTRAL
1409,POSITIVE
1410,POSITIVE
